PDE,Description,Supp Part No,EAN,Generic,Inventory Group,Document Display,Price GST Inc,Price GST Exc
469327,Tryzan Tab  2.5mg Blst 30,400008962,9323610005700,Ramipril 2.5mg Tab,5,,2.98,2.71
469335,Tryzan Tab  5mg Blst 30,400008963,9323610005717,Ramipril 5mg Tab,5,,2.98,2.71
469378,Sifrol ER Tab 0.375mg 30,125841,9310717211325,Pramipexole Hcl 0.375mg Tab,5,,8.45,7.68
469386,Sifrol ER Tab 0.75mg  30,125840,9310717211332,Pramipexole Hcl 0.75mg Tab,5,,16.59,15.08
469394,Sifrol ER Tab 1.5mg 30,125839,9310717211349,Pramipexole Hcl 1.5mg Tab,5,,33.18,30.16
469408,Sifrol ER Tab 3mg 30,125837,9310717211356,Pramipexole Hcl 3mg Tab,5,,72.39,65.81
469416,Sifrol ER Tab 4.5mg 30,125869,9310717211400,Pramipexole Hcl 4.5mg Tab,5,,108.58,98.71
469467,Pregabalin DRLA Cap 25mg Blst 56,PRGB2556,8901148240674,Pregabalin 25mg Cap,5,,4.5,4.09
469475,Metformin Tab  500mg Blst 100   SNZ,44028792,9322838007053,Metformin Hcl 500mg Tab,5,,3.55,3.23
469483,Pregabalin DRLA Cap 75mg Blst 56,PRGB7556,8901148240667,Pregabalin 75mg Cap,5,,4.17,3.79
469491,Metformin Tab  850mg Blst  60   SNZ,44028794,9322838007077,Metformin Hcl 850mg Tab,5,,3.55,3.23
469556,Dilaudid HP Amp 50mg/1ml x5,100940,9326307001580,Hydromorphone 50mg Amp,6,,40.93,37.21
469572,Pregabalin DRLA Cap 150mg Blst 56,PRGB15056,8901148240681,Pregabalin 150mg Cap,5,,6.48,5.89
469599,HB Vax 2 Dialysis Vial 40mcg/1ml x1,10040226,9317109021135,Vaccine Hepatitis B 40mcg/1ml Vial,6,,39.64,36.04
469629,Pregabalin DRLA Cap 300mg Blst 56,PRGB30056,8901148240698,Pregabalin 300mg Cap,5,,9.67,8.79
469637,Kenkay Sorb Crm Cetom APF 500G,K2103,9319598421038,Cetomacrogol Crm,2,,7.39,6.72
469645,LMX4 4% Lignocaine Tube 30g,3019-30PL,793573584052,Lignocaine 4% Crm,2,,54.65,49.68
469653,Energizer Photo Batt EL123BP1T,E300652900,8888021300628,,2,,10.76,9.78
469696,Kenkay SknRlf Sorb&Glyc10%Tube100ml,K1102,9319598411022,Cetomacrogol Sorbolene Glycerin 10% Crm,2,,2.61,2.37
469726,Pine O Cln LemLim Wipes 45,3245792,9300701457921,,2,,4.69,4.26
469742,Tramadol Cap 50mg Blst 20       SNZ,44030155,9322838007381,Tramadol Hcl 50mg Cap,5,,3.16,2.87
469823,Sustagen Hosp FrmlaActvBanana840gAU,12327634,7613035925731,,2,,28.8,28.8
469858,Kid Ess Nutritionally Cmplt 800g,12391370,7613036109314,,2,,33.44,33.44
469912,Fluticasone Cipla MDI 250mcg 120D,32021286,8901117235977,Fluticasone Propionate 250mcg Inhalation,5,,18.88,17.16
469955,Fluticasone Cipla MDI 125mcg 120D,32021287,8901117235984,Fluticasone Propionate 125mcg Inhalation,5,,10.25,9.32
470112,SP Ear Plug Hush Reg  11as10   6957,6957,9313776062570,,2,,35.28,32.07
470120,SP Ear Plug Hush Lge  11as10   6953,6953,9313776062532,,2,,31.94,29.04
470228,Le Tan Uber Dk Foam Grn 200ml,5605,9312658056058,,2,,16.95,15.41
470422,Le Tan Uber Dk Foam Ash 200ml,5607,9312658056072,,2,,16.95,15.41
470430,Le Tan Uber Dk Foam Vio 200ml,5606,9312658056065,,2,,16.95,15.41
470449,Genox Tab 20mg Blst 30,400539112,9323610012876,Tamoxifen Citrate 20mg Tab,5,,5.58,5.07
470678,Cetaphil PRO EczemaProneMoist 295ml,53051,9318637042425,,2,,25.15,22.86
470694,Cetaphil PRO EczemaProne Wash 295ml,51918,9318637042432,,2,,18.58,16.89
470732,Cimzia Inj 200mg/1ml Syr x2,CIA01343,5413787012367,Certolizumab Pegol Syr,5,,1067.2,970.18
470740,Valcyte Susp Pwdr50mg/ml 100ml S100,C27000,4260747722313,Valganciclovir Hydrochloride 50mg/ml Susp,5,,434.61,395.1
470759,Pentasa Tab 1g 60,2001051471,7640128541097,Mesalazine 1g Tab,5,,66.55,60.5
470767,APO Oxazepam Tab 30mg Blst 25,9199,9338475091997,Oxazepam 30mg Tab,5,,2.98,2.71
470775,Ritalin LA Cap 10mg 30,719955,9319099002521,Methylphenidate Hcl 10mg Cap,5,,20.88,18.98
470848,Bump eRaiser Trpl Actn Ltn 125ml,2ABTA125,877365004659,,2,,13.07,11.88
470864,Bump eRaiser Medi Past 30ml,2ABMP,877365003140,,2,,13.07,11.88
471100,Palm DWh Liq D/Skin Aloe 500ml x12,1222652,9300632012268,,2,,37.77,34.34
471178,DBL Oxaliplatin 100mg 20ml,F000046484,9313212303717,Oxaliplatin 100mg Soln,6,,24.16,21.96
471410,Galantyl Cap  8mg Blst 28,400008598,9323610007179,Galantamine Hydrobromide 8mg Cap,5,,22.14,20.13
471429,Galantyl Cap 16mg Blst 28,400008596,9323610007186,Galantamine Hydrobromide 16mg Cap,5,,27.08,24.62
471437,Galantyl Cap 24mg Blst 28,400008597,9323610007193,Galantamine Hydrobromide 24mg Cap,5,,32.27,29.34
471666,APO Modafinil Tab 100mg Blst 60,100134,9338475026265,Modafinil 100mg Tab,5,,64.96,59.05
471674,Rosehip Vital 500mg Cap 250,100,5705619000261,,2,,47.38,43.07
471763,Reef Oil Dry SPF30+ 125ml,100789,9330130007428,,2,,10.26,10.26
471887,Braun Thermoscan Lens Filters RF 40,BLF4,328785957211,,2,,15.8,14.36
471909,Clexane Inj PFS 40mg/0.4ml x10   SL,339871,9319733003440,Enoxaparin Sodium 40mg Inj,5,,43.85,39.86
471917,Clexane Inj PFS 20mg/0.2ml x10   SL,339870,9319733003433,Enoxaparin Sodium 20mg Inj,5,,39.23,35.66
471925,Clexane Inj PFS 60mg/0.6ml x10   SL,347998,9319733003457,Enoxaparin Sodium 60mg Inj,5,,75.9,69
471933,Multistix 10sg 100,10334754,9310266123001,,2,,52.06,52.06
471968,Milky Foot Reg,MILKYFT,4897014019069,,2,,18.21,16.55
471976,Milky Foot Lge                  NEW,MILKYLG,4897014019090,,2,,18.21,16.55
472018,Milky Foot Actv                 NEW,962546,4897014019229,,2,,18.21,16.55
472085,Levetiracetam Tab 250mg Blst 60 SNZ,44031573,9322838007428,Levetiracetam 250mg Tab,5,,10.05,9.14
472093,Levetiracetam Tab 500mg Blst 60 SNZ,44031574,9322838007435,Levetiracetam 500mg Tab,5,,16.76,15.24
472107,Levetiracetam Tab 1000mg Blst60 SNZ,44031575,9322838007442,Levetiracetam 1000mg Tab,5,,29,26.36
472239,Picolax 20g,1050,9318372010505,,1,,3.6,3.27
472549,SCW P/Mousse 6.0 Lgt Brn,2589948,9310714210475,,2,,11.01,10.01
472557,SCW P/Mousse 4.65 Choc Brn,2589943,9310714210451,,2,,11.01,10.01
472565,SCW P/Mousse 3.0 Drk Brn ,2589941,9310714210444,,2,,11.01,10.01
472573,SCW P/Mousse 1.0 Blk,2158132,9310714210512,,2,,11.01,10.01
472603,BioCeuticals Migraine Care Tab 60,30009,9337896000397,,2,,37.43,34.03
472727,BioCeuticals Theracurmin Trpl Cap60,42669,9337896003930,,2,,70.29,63.9
472735,Clexane Inj PFS 80mg/0.8ml x10   SL,347999,9319733003464,Enoxaparin Sodium 80mg Inj,5,,80.7,73.36
472794,Pantene ProV Cond DlyMoistRnwl900ml,80791087,4902430638074,,2,,18.17,16.52
472948,APO Carvedilol Tab 25mg Blst 60,1803,9338475018031,Carvedilol 25mg Tab,5,,7.38,6.71
472956,Dermal Thrpy ROn H/Magic 70g,DT24001016,9329224001015,,2,,10.7,9.73
472980,One Touch Verio Strp 50,2218805,7613427010168,Test Strip 50 Strips,2,,9.5,9.5
473030,Bandaid Tough Strp Wproof 20,3740121001,9300607179453,,2,,3.56,3.24
473049,Bandaid Tough Strp Wproof XL 10,3740120801,9300607179460,,2,,3.56,3.24
473073,Nivea Deod ROn Invis B&W Pure 50ml,82234,4005900036551,,2,,3.84,3.49
473251,APH Ear Wax Drps 12ml Btle,100321,9338475027576,,2,,6.67,6.06
473359,Clexane Inj PFS 100mg/1ml x10    SL,339874,9319733003402,Enoxaparin Sodium 100mg Inj,5,,107,97.27
473391,ProShield Prt Masks 10 x5,72509-24,9310208960602,,2,,66.15,60.14
473421,Clexane Forte 120mg/0.8ml PFSx10 SL,339875,9319733003419,Enoxaparin Sodium 120mg Pfs,5,,121.03,110.03
473553,Clexane Forte 150mg/1ml PFS x10  SL,339876,9319733003426,Enoxaparin Sodium 150mg Pfs,5,,151.29,137.54
473588,Tenofovir GH 291mg Tab Btle 30 S100,6023700,9334926003700,Tenofovir Disoproxil Phosphate 291mg Tab,0,,52.84,48.04
473626,Zeldox IM SFDPO 20mg x1dose,400570228,1210001133907,Ziprasidone Mesilate Inj,6,,19.9,18.09
473634,Ensure Plus Choc Tetra 200ml x27,1886907,8710428256201,,2,,100.98,100.98
473642,Ensure Plus Van Tetra 200ml x27,1886894,8710428260208,,2,,100.98,100.98
473723,H/Gauze Ster Swab 7.5x7.5cm Pkx5,72619-01,4042809267501,,2,,2.21,2.01
473804,Gaia Nat Baby Moist Pmp 250ml,4708,9332059000740,,2,,7.45,6.77
473820,Hydralyte Eff Strawb Kiwi Tab 20,HLESK20,9317039001498,,2,,11.61,10.55
473839,Hydralyte Strawb Kiwi Ice Block 16,HLISK16,9317039001504,,2,,12.31,11.19
473847,E/Plast Sprt Functinl Knee Brc Med,79005,4005800187025,,2,,32.69,29.72
473863,E/Plast Sprt Functinl Knee Brc Lge,79006,4005800187018,,2,,32.69,29.72
473987,Pethidine Amp 100mg  2ml x5,M8122BAU1,9313109812254,Pethidine 100mg Amp,6,,28.66,26.05
474029,Valdoxan 25mg Tab 28,7006544,5391189190077,Agomelatine 25mg Tab,6,,73.47,66.79
474053,Actemra Vial 80mg/4ml 1        S100,13030,7640128013174,Tocilizumab 80mg Vial,5,,90.41,82.19
474061,Actemra Vial 200mg/10ml 1      S100,13036,7640128013198,Tocilizumab 200mg Vial,5,,224.09,203.72
474088,Actemra Vial 400mg/20ml 1      S100,13042,7640128013211,Tocilizumab 400mg Vial,5,,445.93,405.39
474215,Demazin Syp Bl 200ml,103961,9310160822789,Chlorpheniramine 1.25mg Phenyleph 2.5mg Syp,2,,18.68,16.98
474266,E/Plast Sprt 79003 H/Stch7.5cmx7m,79003,4005800183270,,2,,7.26,6.6
474428,Temodal Sach Cap 140mg 5,1009963,9317935019177,Temozolomide 140mg Cap,5,,96.17,87.43
474665,APH Elect Eff LemLim Tab 20,100342,9338475027934,Tab,2,,7.51,6.83
474673,APH Elect Eff App BCurr Tab 20,100343,9338475027941,Tab,2,,7.51,6.83
474681,APH Elect Eff Orng Tab 20,100323,9338475027590,Tab,2,,7.51,6.83
475041,Naropin 0.75% 5x10ml Poly       T/P,7588,9331134929150,Ropivacaine 7.5mg/ml Theatre Pack,6,,45.78,41.62
475068,Naropin 0.75% 5x20ml Poly       T/P,7589,9331134929167,Ropivacaine 7.5mg/ml Theatre Pack,6,,79.39,72.17
475076,Naropin 1% Plain 5 x10ml PDF,7584,9331134929174,Ropivacaine 10mg/ml Soln,6,,55.87,50.79
475084,Naropin 1% Plain 5 x20ml PDF,7585,9331134929181,Ropivacaine 10mg/ml Soln,6,,92.99,84.54
475106,Naropin 0.2% 5x10ml Poly        T/P,7586,9331134929136,Ropivacaine 2mg/ml Theatre Pack,6,,29.43,26.75
475114,Naropin 0.2% 5x20ml Poly        T/P,7587,9331134929143,Ropivacaine 2mg Theatre Pack,6,,42.25,38.41
475335,Volumatic Spacer Dev ,6E+13,9300670103591,Device Device,2,,7.63,7.63
475955,Sukin Mens Shave Gel 225ml x3,1009237,9327693006821,,2,,21.09,19.17
476250,F/Flex Gluc 10% 500ml x20,K893521,9322141600125,Glucose 10% Bag,6,,192.5,175
476269,Colgout Tab 0.5mg  30,7488,9331134002174,Colchicine 0.5mg Tab,5,,6.2,5.64
476277,Lengout Tab 0.5mg 30 ,7489,9331134002181,Colchicine 0.5mg Tab,5,,4,3.64
476293,DBL Rocuronium Bromide  50mg x10,F000048466,9313212303502,Rocuronium Bromide 50mg Inj,6,,281.12,255.56
476374,APO Atorvastatin Tab 10mg Blst 30,100348,9338475027651,Atorvastatin 10mg Tab,5,,2.98,2.71
476447,Pantene ProV 3MinDlyMoistRnwl 400ml,80702378,4987176043375,,2,,12.29,11.17
476463,Sodium Valproate Juno 400mg/4ml 10,101772,9349029000686,Sodium Valproate 400mg Amp,6,,757.64,688.76
476552,T/Plant TTree Oil 100% 25ml,TTOIL025-SU,9312146011958,,2,,8.59,7.81
476595,Pantene ProV SPooUlt10 Rep&Prt900ml,80789009,4902430637428,,2,,18.17,16.52
476609,Busulfex 60mg/10ml Vial for Inj 8,1154818,9351685000030,Busulfan 60mg/10ml Inj Vial,6,,4755.52,4323.2
476668,Colg Plax MWash FMint 1Ltr,1525338,9300632064205,,2,,8.75,7.95
476676,Colg Plax MWash G/Care 1Ltr,1525402,8850006304105,,2,,8.75,7.95
477060,SP Ear Plug Barl Hush TP x50   6954,6954,9313776069548,,2,,42.6,38.73
477087,Hypnovel Amp 5mg 10x 1ml,C12000,4260095683878,Midazolam 5mg Amp,6,,12.99,11.81
477397,Clustran Soln Inj 6mg/05ml 2Syr,1143736,9344809000030,Sumatriptan 6mg/0.5ml Syr,6,,115.5,105
477451,Simple Face Clns Wipes 25,28000034,5011451103979,,2,,5.5,5
477478,Simple Frsh Skn Toner 200ml,28000041,5011451103856,,2,,7.39,6.72
477494,Crosuva Tab 10mg Blst 30,7003014,9350299004175,Rosuvastatin 10mg Tab,5,,4.14,3.76
477583,SAS Orap 1mg Tab 75,ORAP1,5425025990214,Pimozide 1mg Tab,6,,25.52,23.2
477591,Omron HEM7600T SmrtElite+ B/PMntr  ,HEM7600T,4975479496288,,2,,253.25,230.23
477621,Bellamys Org Ap&Fig Oatmeal 120gx6,WFAFPO120,9332045001218,,2,,10.41,10.41
477656,Bellamys Org Ban&App Prdge 120g x6,WFBAP120,9332045001225,,2,,10.41,10.41
477680,LifeSmart BGluco & Ketone Meter BT,3701946,9349533000189,,2,,49.54,49.54
477699,LifeSmart BGluco & Ketone Meter NBT,3701946N,9349533000226,,2,,16.35,16.35
477753,LifeSmart Dual Therm ,3701320,9349533000028,,2,,75.54,68.67
477761,Ego Moov HLice Comb,11550,9314839016110,,2,,6.77,6.15
477788,CH Own Skn Irritation Crm 30g,7002691,9350299004748,,1,,4.73,4.3
477893,Abyraz Tab 10mg Blst 30,400008276,9323610007346,Aripiprazole 10mg Tab,5,,31.66,28.78
477907,Abyraz Tab 15mg Blst 30,400008277,9323610007353,Aripiprazole 15mg Tab,5,,44.91,40.83
477915,Abyraz Tab 20mg Blst 30,400008278,9323610007360,Aripiprazole 20mg Tab,5,,54.67,49.7
477958,Simple Hyd Lght Moist 125ml,28000043,5011451103931,,2,,7.39,6.72
477990,Simple Repl Rich Moist 125ml,28000058,5011451103948,,2,,7.39,6.72
478008,Simple Foam FWash 150ml,21127177,5011451103870,,2,,7.39,6.72
478016,Simple Eye MUp Rem 125ml,28000038,5011451103917,,2,,7.39,6.72
478075,Fenac Tab 50mg 50,400008443,9323610007216,Diclofenac Sodium 50mg Tab,6,,2.96,2.69
478091,Moclobemide Tab 150mg Blst 60   SNZ,44035217,9322838006728,Moclobemide 150mg Tab,5,,6.9,6.27
478113,Ciprofloxacin Tab 250mg Blst 14 SNZ,44062154,9322838011128,Ciprofloxacin Hcl 250mg Tab,5,,4.22,3.84
478164,Insulin Apidra Penfill 3ml x5,322034,9319733001415,Insulin Glulisine 100iu/ml Cart,5,,32.95,29.95
478253,Abyraz Tab 30mg Blst 30,400008279,9323610007377,Aripiprazole 30mg Tab,5,,64.9,59
478334,Aerogard OLess Aero 150g,106368,9310045962562,,2,,9.83,8.94
478385,Rifadin IV  600mg,300112,9321547073335,Rifampicin 600mg Soln,6,,108.46,98.6
478415,Flo Sinus Care RF 100,7999,9333279000411,,2,,21.82,19.84
478466,Oral 7 Moist TPaste 105g,O7TP75AU,5060224500019,,2,,8.64,7.85
478512,Oral 7 Mouth Gel 50g,O7G50AU,5060224500002,,2,,14.49,13.17
478571,Oral 7 MWash 250ml,O7MW250AU,5060224500026,,2,,10.25,9.32
478598,Oral 7 MWash 500ml,O7MW500AU,5060224500033,,2,,15.68,14.25
478806,Relpax 40mg Tab 4,400567746,1210001133594,Eletriptan 40mg Tab,5,,14.82,13.47
478814,Relpax 80mg Tab 4,400567747,1210001133617,Eletriptan 80mg Tab,5,,14.82,13.47
478830,Pevaryl Foam Soln 3x10g,101028,9330130000696,Econazole Nitrate 1% Soln,2,,21.02,19.11
478946,H&S SPoo IScalp 200ml,82176579,4902430285964,,2,,5.34,4.85
479071,Relistor Vial 12mg Pk 7,100419,9339212001156,Methylnaltrexone Bromide 12mg Vial,5,,244.72,222.47
479136,APO Amlodipine Tab 5mg Btle 30,443,9338475004430,Amlodipine 5mg Tab,5,,2.98,2.71
479144,APO Amlodipine Tab 10mg Btle 30 ,397,9338475003976,Amlodipine 10mg Tab,5,,2.98,2.71
479160,Stelara 130mg/26ml SolnIV Vial S100,AN415810,9317376158107,Ustekinumab 130mg Vial,5,,3376.93,3069.94
479225,Metaraminol GH Pharma Inj10mg/1mlx5,1154821,9352157000008,Metaraminol Tartrate 10mg/1ml Amp,6,,206.65,187.86
479233,Momasone Oint 0.1% 15g,18970,9316626103454,Mometasone Furoate 0.1% Oint,5,,4.14,3.76
479306,Lioresal Vial 10mg 5ml         S100,102224,9310312002991,Baclofen 10mg Vial,5,,83.9,76.27
479357,CH Own Slp Aid 25mg Tab 20,7002692,9350299004731,Tab,1,,5.29,4.81
479373,Topamax Sprinkle Cap 50mg 60,AN73185,9317376731850,Topiramate 50mg Cap,5,,16.87,15.34
479551,SAS Vit D3 Cap 5000iu Btle 100,244A,,Cholecalciferol 5000iu,6,,15.39,13.99
479616,Atrovent NSpry Pmp 15ml       ,343256,9351791000191,Ipratropium Bromide 21mcg Spry,2,,17.16,15.6
479691,Diaformin Tab  850mg  60,400008731,9323610000026,Metformin Hcl 850mg Tab,5,,3.55,3.23
479748,Lofenoxal Tab 2.5mg 20,101541,9333583005034,Diphenoxylate 2.5mg Atropine Sulfate Monohydrate 25mcg Tab,5,,3.16,2.87
479772,Prolia 60mg/1ml Syr x1,101984,9320448300014,Denosumab 60mg Syr,5,,251.94,229.04
479888,Invite E Crm 100mg 100g Tube,300034,9314807001773,,2,,10.24,9.31
479918,Invite E Pure Oil Liq  15ml,300056,9314807057251,,2,,10.6,9.64
479926,Invite E Pure Oil Liq  30ml,300057,9314807057268,,2,,15.55,14.14
479950,Pantene ProV CondUlt10 Rep&Prt900ml,80791083,4902430637381,,2,,18.17,16.52
479985,Zyvox Tab 600mg 10,F000023584,9315430065323,Linezolid 600mg Tab,6,,2484.77,2258.88
479993,Nivea Deod ROn Invis B&W Clr 50ml,82240,4005900036575,,2,,3.84,3.49
480037,Bimatoprost EDrps 300mcg/ml     SNZ,44066154,9322838010985,Bimatoprost 0.03% Drps,5,,20.61,18.74
480088,Dettol Wound Wash 100ml,271098,93235549,,2,,8.48,7.71
480134,Clean Ear Wax Rem 30ml,CLEANE,9331456005969,,2,,11.72,10.65
480185,Wart Off 6ml,300028,9314807002510,,2,,10.52,9.56
480282,APH AInflam Tab 25mg Blst 30,100084,9338475027873,Diclofenac Sodium 25mg Tab,1,,4.26,3.87
480355,Moduretic Tab 50,7679,9331134002228,Hydrochlorothiazide 50mg Amiloride 5mg Tab,5,,5.58,5.07
480363,Ostelin Vit D & Calc Chew Tab 60,5007,9316090500704,Calcium Carbonate 600mg Vitamin D 500iu Tab,2,,10.64,9.67
480428,Nitwits A/Lice & Detang Spry 125ml,4101EN24,638995004101,,2,,11.52,10.47
480479,Crosuva Tab 20mg Blst 30,7003015,9350299004182,Rosuvastatin 20mg Tab,5,,4.2,3.82
480495,Swisse UBst Hunger Ctrl Tab 30,01-F18-10001,9311770589284,,2,,29.12,26.47
480509,Swisse UBst Vit D Cap 250,01-F04-10018,9311770589246,,2,,12.88,11.71
480622,Syquet Tab 25mg Blst 60,400536107,9323610012548,Quetiapine 25mg Tab,5,,4.79,4.35
480630,Kotex U PLiner Design Prt 30 x6,91490,9310088008197,,2,,15.04,15.04
480649,J&J B/Soap Baby 95g TwnPk,79606800,9300607251647,,2,,3.53,3.21
480657,Brauer Baby&Chld Sleep 100ml,110095,9316120100959,,2,,15.05,13.68
480665,Brauer Baby&Chld Runny Nose 100ml,110115,9316120101154,,2,,15.05,13.68
480711,APO Famciclovir Tab 125mg Blst 40,1243,9338475012435,Famciclovir 125mg Tab,5,,20.27,18.43
480738,APO Famciclovir Tab 250mg Blst 20,1257,9338475012572,Famciclovir 250mg Tab,5,,20.27,18.43
480754,APO Famciclovir Tab 250mg Blst 21,1271,9338475012718,Famciclovir 250mg Tab,5,,21.3,19.36
480762,APO Famciclovir Tab 250mg Blst 56,1285,9338475012855,Famciclovir 250mg Tab,5,,56.75,51.59
480932,Sevikar 20/5mg Tab 30,400538526,840164514643,Olmesartan Medoxomil 20mg Amlodipine 5mg Tab,5,,7.5,6.82
480940,Sevikar 40/10mg Tab 30,400538528,840164514650,Olmesartan Medoxomil 40mg Amlodipine 10mg Tab,5,,9.76,8.87
480959,Sevikar 40/5mg Tab 30,400538527,840164514667,Olmesartan Medoxomil 40mg Amlodipine 5mg Tab,5,,9.32,8.47
481009,Ear Clear Ear Clns 100ml,3816,9313501038122,,2,,14.47,13.15
481149,Cardiprin Tab 100mg  90,3253445,9300631015185,Aspirin 100mg Tab,2,,8.5,7.73
481343,Orig/Srce SGel Mnt&TTree 250ml ,100103833,5000101845208,,2,,3.62,3.29
481394,Gillette Satin Shv Gel Sens,80785269,3014260223007,,2,,6.9,6.27
481408,Orig/Srce SGel Lime 250ml ,100113040,5000101844997,,2,,3.62,3.29
481599,Schick Quattro Titanium 1Up KitF786,W300470600,6937266702802,,2,,9.09,8.26
481750,Provera Tab  10mg 30,6020103,9315430054051,Medroxyprogesterone Acetate 10mg Tab,5,,14.75,13.41
481890,Codral Orig C&F Tab 24,79614037,9300607180497,Paracetamol 500mg Pseudoephedrine Hydrochloride 30mg Tab,1,,16.38,14.89
481904,Codral Orig Day&Nght Tab 24,79614091,9300607180459,Paracetamol 500mg Pseudoephedrine Hydrochloride 30mg Triprolidine Hydrochloride 1.25mg Tab,1,,17.8,16.18
481955,Minims Fluores Sodium 1.0% 20,103185,9320344000155,Sodium Fluorescein 1% Sach,6,,64.89,58.99
482021,Codral PE Day&Nght Tab 24,79614110,9300607180466,Chlorphenamine Maleate 2mg Paracetamol 500mg Phenylephrine Hydrochloride 5mg Tab,2,,13.72,12.47
482080,Codral PE C&F Tab 24,79614067,9300607180480,Paracetamol 500mg Phenylephrine Hydrochloride 5mg Tab,2,,13.15,11.95
482102,Codral PE C&F Tab 48,79614069,9300607180473,Paracetamol 500mg Phenylephrine Hydrochloride 5mg Tab,2,,22.42,20.38
482129,Bioplus Sedacalm Tab 60,ZZBSC,93372633,,2,,10.22,9.29
482161,Metrogyl Tab 200mg 250,7010093,9323610002105,Metronidazole 200mg Tab,6,,23.74,21.58
482188,Voltaren Tab 50mg Blst 50,711769,9319099001456,Diclofenac Sodium 50mg Tab,5,,8.56,7.78
482285,Multi Mam Comp 12,56530,8714207000689,,2,,13.13,11.94
482293,Codral PE Day&Nght Tab 48,79614065,9300607180510,Chlorphenamine Maleate 2mg Paracetamol 500mg Phenylephrine Hydrochloride 5mg Tab,2,,23.84,21.67
482307,Nivea Deod Spry Invis B&W Pure150ml,82230,4005900037909,,2,,4.87,4.43
482331,Lipitor Sml Tab 10mg 30,7965,9331134930200,Atorvastatin Calcium 10mg Tab,5,,2.98,2.71
482404,Nurofen C&F PE Tab 24,3138056,9300711380561,,2,,11.64,10.58
482412,Staphylex 250 Cap 250mg 24,400008549,9323610002426,Flucloxacillin 250mg Cap,5,,4.64,4.22
482420,Staphylex 500 Cap 500mg 24,400008550,9323610002440,Flucloxacillin 500mg Cap,5,,9.09,8.26
482579,Sensodyne TPaste Rep & Prt 100g,6E+13,9300673801036,,2,,9.31,8.46
482587,Babylove S/Ngt 8-15yr 8x4,BYMX8E4,9312818002819,,2,,41.53,41.53
482633,Aveeno Baby Dly Moist FFr Ltn 227g,79623755,8801108000549,,2,,9.05,8.23
482846,Lipitor Sml Tab 20mg 30,7966,9331134930217,Atorvastatin Calcium 20mg Tab,5,,3.09,2.81
482854,Duoderm Xthin  5x20cm 10 187961,187961,768455102822,,2,,57.77,57.77
482862,Lipitor Sml Tab 40mg 30,7967,9331134930224,Atorvastatin Calcium 40mg Tab,5,,4.08,3.71
482870,Lipitor Sml Tab 80mg 30 ,7968,9331134930231,Atorvastatin Calcium 80mg Tab,5,,4.73,4.3
482927,Neocate Jnr 400g,129765,5016533652574,Amino Acids-synthetic 400g Pwd,5,,39.5,39.5
483168,DUIT Tough Hands For Her 75g,DUI32700,9323245004505,,2,,7.8,7.09
483176,DUIT VE+ 50g,DUI34000,9323245001016,,2,,10.33,9.39
483435,Demazin PSE C&F Day&Nght 24,103957,4057599000061,Paracetamol 500mg Chlorphenamine Maleate 2mg Pseudoephedrine Hydrochloride 30mg Tab,1,,13.42,12.2
483486,Demazin PE MultiActn C&F Rlf 48,103953,4057599000023,Paracetamol 500mg Phenylephrine Hydrochloride 5mg Tab,2,,17.62,16.02
483508,Demazin PE MultiActn C&F Rlf 24,103954,4057599000030,Paracetamol 500mg Phenylephrine Hydrochloride 5mg Tab,2,,10.95,9.95
483532,O/Life OLess FOil Cap 1500mg 400,657441,9369999296810,,2,,7.13,6.48
483621,OzHealth Arthritis Pain Rlf Crm114g,OZCR11,9369999023003,,2,,21.38,19.44
483710,Demazin PE MultiActn Day&Nght C&F24,103955,4057599000047,Paracetamol 500mg Phenylephrine Hydrochloride 5mg Chlorphenamine Maleate 2mg Tab,2,,10.95,9.95
483745,Demazin PE MultiActn Day&Nght C&F48,103956,4057599000054,Paracetamol 500mg Phenylephrine Hydrochloride 5mg Chlorphenamine Maleate 2mg Tab,2,,17.62,16.02
483796,T/Ferg Shk MRep Van x48,TFB3055,9343643020174,,2,,113.64,103.31
483818,Exforge HCT Tab 5/160 12.5mg 28,102134,9319099002606,Amlodipine 5mg Valsartan 160mg Hydrochlorathiazide 12.5mg Tab,5,,25.56,23.24
483826,Exforge HCT Tab 5/160 25mg 28,102135,9319099002552,Amlodipine 5mg Valsartan 160mg Hydrochlorathiazide 25mg Tab,5,,20.7,18.82
483850,T/Ferg Shk MRep Strawb x48,TFB3054,9343643020181,,2,,113.64,103.31
483869,T/Ferg Shk MRep Esprso x48,TFB3053,9343643020198,,2,,113.64,103.31
483877,Exforge HCT Tab 10/160 12.5mg 28,102136,9319099002620,Amlodipine 10mg Valsartan 160mg Hydrochlorathiazide 12.5mg Tab,5,,19.62,17.84
